TransactionType,TransactionDuration,TimeSinceLastTransaction,TransactionPerDay,LoginAttempts,Cluster
Debit,23.0,54133987.0,1.0,Low,0
Debit,169.0,36858115.0,1.0,Low,0
Debit,282.0,42912184.0,1.0,Low,0
Debit,32.0,31158424.0,1.0,Low,0
Debit,183.0,42219686.0,1.0,High,2
Debit,119.0,36510436.0,1.0,Low,0
Debit,102.0,36076775.0,1.0,Low,0
Credit,178.0,55607471.0,1.0,Low,0
Debit,130.0,32451611.0,1.0,Low,0
Debit,87.0,44119386.0,1.0,Low,0
Debit,108.0,56558870.0,1.0,Low,0
Credit,235.0,48002165.0,1.0,Low,0
Credit,81.0,37289480.0,1.0,Low,0
Credit,169.0,35654592.0,1.0,Low,0
Debit,139.0,47399756.0,1.0,Low,0
Debit,171.0,46538176.0,1.0,Low,0
Debit,142.0,55353301.0,1.0,Low,0
Debit,76.0,53539443.0,1.0,Low,0
Debit,28.0,53020234.0,1.0,Low,0
Credit,45.0,37899207.0,1.0,Low,0
Credit,247.0,28137530.0,1.0,Low,0
Debit,95.0,35479986.0,1.0,Low,0
Credit,36.0,37980041.0,1.0,Low,0
Debit,238.0,43945264.0,1.0,Low,0
Debit,75.0,45324896.0,1.0,Low,0
Credit,96.0,42300611.0,1.0,Low,0
Credit,37.0,37374048.0,1.0,Low,0
Credit,70.0,55267170.0,1.0,Low,0
Debit,67.0,56732896.0,1.0,Low,0
Debit,86.0,40489486.0,1.0,Low,0
Credit,116.0,43944850.0,1.0,Low,0
Debit,37.0,32280050.0,2.0,Low,1
Debit,127.0,33144244.0,1.0,Low,0
Debit,114.0,45330523.0,1.0,Low,0
Debit,176.0,53795904.0,1.0,Low,0
Debit,264.0,58031061.0,1.0,Low,0
Debit,118.0,47746587.0,1.0,Low,0
Debit,47.999999999999986,34269861.0,1.0,Low,0
Credit,39.0,32023355.0,1.0,Low,0
Credit,45.0,34786112.0,1.0,Low,0
Debit,70.0,34960068.0,1.0,Low,0
Debit,100.0,56812399.0,1.0,Low,0
Credit,47.999999999999986,27792232.0,1.0,Low,0
Credit,56.0,55260356.0,1.0,Low,0
Debit,138.0,52234813.0,1.0,Low,0
Debit,84.0,50771073.0,1.0,Low,0
Debit,131.0,47139935.0,1.0,Low,0
Debit,53.0,51896787.0,1.0,Low,0
Debit,129.0,30123907.0,1.0,Low,0
Debit,247.0,37207712.0,1.0,Low,0
Debit,161.0,42819722.0,1.0,Low,0
Debit,79.0,43515889.0,1.0,Low,0
Credit,160.0,58025985.0,1.0,Low,0
Credit,163.0,39884581.0,1.0,Low,0
Debit,137.0,48258714.0,1.0,Low,0
Debit,26.0,53793824.0,1.0,Low,0
Debit,107.0,38417197.0,1.0,Low,0
Debit,179.0,28825209.0,1.0,Low,0
Debit,100.0,53102555.0,1.0,Low,0
Debit,142.0,43510649.0,1.0,Low,0
Debit,36.0,56732109.0,1.0,Low,0
Credit,107.0,58023158.0,1.0,Low,0
Credit,176.0,39280408.0,1.0,High,2
Credit,20.999999999999986,29606034.0,1.0,Low,0
Credit,79.0,41004213.0,1.0,Low,0
Debit,168.0,30812440.0,1.0,Low,0
Debit,77.0,47490146.0,1.0,High,2
Debit,181.0,27790653.0,1.0,Low,0
Credit,127.0,50426194.0,1.0,Low,0
Debit,135.0,57167396.0,1.0,Low,0
Credit,30.0,42305395.0,1.0,Low,0
Debit,90.0,32626238.0,1.0,Low,0
Debit,65.0,46538102.0,1.0,Low,0
Debit,240.0,51378119.0,1.0,Low,0
Debit,66.0,44463033.0,1.0,Low,0
Debit,94.0,54054687.0,1.0,Low,0
Credit,292.0,30120309.0,1.0,Low,0
Debit,201.0,56816124.0,1.0,Low,0
Debit,296.0,39715668.0,1.0,Low,0
Debit,49.0,56733676.0,1.0,Low,0
Debit,85.0,53191768.0,1.0,Low,0
Debit,180.0,33229199.0,1.0,Low,0
Debit,22.0,37468801.0,1.0,High,2
Debit,168.0,26574291.0,1.0,Low,0
Debit,102.0,45067754.0,1.0,Low,0
Debit,259.0,43513813.0,1.0,Low,0
Debit,45.0,50774146.0,1.0,Low,0
Debit,155.0,33837799.0,1.0,Low,0
Credit,211.0,33225187.0,2.0,High,2
Debit,207.0,39283624.0,1.0,Low,0
Debit,94.0,51801896.0,1.0,High,2
Credit,195.0,29605812.0,1.0,Low,0
Debit,105.0,37723235.0,1.0,Low,0
Debit,238.0,42911976.0,1.0,Low,0
Debit,123.0,49562523.0,1.0,Low,0
Debit,88.0,36163275.0,1.0,Low,0
Debit,84.0,29601584.0,1.0,Low,0
Debit,94.0,52587731.0,1.0,Low,0
Debit,136.0,35996893.0,1.0,Low,0
Debit,240.0,47488611.0,1.0,Low,0
Debit,199.0,36253722.0,1.0,Low,0
Debit,167.0,40491644.0,1.0,Low,0
Debit,127.0,28309783.0,1.0,Low,0
Debit,28.0,46963277.0,1.0,Low,0
Debit,146.0,28394359.0,1.0,Low,0
Credit,173.0,55612962.0,1.0,Low,0
Debit,131.0,39282289.0,1.0,Low,0
Debit,113.0,40401869.0,1.0,Low,0
Debit,72.0,38069020.0,2.0,Low,1
Credit,32.0,55611992.0,1.0,Low,0
Debit,91.0,36861598.0,1.0,Low,0
Debit,147.0,32880907.0,1.0,Low,0
Credit,95.0,43852246.0,1.0,Low,0
Credit,10.0,56217795.0,1.0,Low,0
Debit,185.0,31939000.0,1.0,Low,0
Debit,88.0,43774434.0,1.0,Low,0
Debit,34.0,51373364.0,1.0,Low,0
Debit,210.0,55002101.0,1.0,Low,0
Debit,89.0,40320268.0,1.0,Low,0
Credit,157.0,38068266.0,1.0,Low,0
Debit,15.0,47749036.0,1.0,Low,0
Debit,143.0,37116170.0,1.0,Low,0
Debit,139.0,52587451.0,1.0,Low,0
Debit,90.0,30725073.0,1.0,Low,0
Debit,50.0,40317176.0,1.0,Low,0
Debit,61.0,49556446.0,1.0,Low,0
Credit,58.0,45244319.0,1.0,Low,0
Debit,205.0,53794068.0,1.0,Low,0
Debit,56.0,46533181.0,1.0,Low,0
Debit,140.0,36774540.0,1.0,Low,0
Debit,179.0,57939351.0,1.0,Low,0
Debit,35.0,46193766.0,1.0,Low,0
Debit,103.0,53702714.0,1.0,Low,0
Debit,12.0,28993240.0,1.0,Low,0
Debit,11.0,56213001.0,1.0,Low,0
Debit,98.0,55005533.0,1.0,Low,0
Debit,60.0,26581785.0,1.0,Low,0
Debit,164.0,55870278.0,1.0,Low,0
Debit,43.0,53712342.0,1.0,Low,0
Debit,151.0,42040378.0,1.0,Low,0
Debit,150.0,39882709.0,1.0,Low,0
Debit,128.0,44377153.0,1.0,Low,0
Debit,81.0,57251447.0,1.0,Low,0
Debit,76.0,31678057.0,1.0,Low,0
Debit,99.0,54143329.0,1.0,Low,0
Debit,45.0,51719617.0,1.0,Low,0
Debit,150.0,56822860.0,1.0,Low,0
Debit,75.0,54748716.0,1.0,Low,0
Credit,29.0,43775397.0,1.0,Low,0
Debit,145.0,43515955.0,1.0,Low,0
Debit,87.0,40490966.0,1.0,Low,0
Debit,248.0,44466095.0,1.0,Low,0
Debit,156.0,36603630.0,1.0,Low,0
Debit,98.0,29340842.0,1.0,Low,0
Debit,143.0,41437132.0,1.0,Low,0
Debit,15.0,32368043.0,1.0,Low,0
Credit,130.0,42911283.0,1.0,Low,0
Debit,150.0,39280640.0,1.0,Low,0
Debit,172.0,45754724.0,1.0,Low,0
Credit,158.0,52843709.0,1.0,Low,0
Credit,50.0,27186016.0,1.0,Low,0
Credit,92.0,36855056.0,1.0,Low,0
Debit,76.0,27442154.0,1.0,Low,0
Debit,52.0,51984098.0,1.0,Low,0
Debit,54.0,29946289.0,1.0,Low,0
Debit,161.0,41957546.0,1.0,Low,0
Debit,150.0,38416623.0,1.0,Low,0
Debit,16.0,54747665.0,1.0,Low,0
Credit,75.0,29424663.0,1.0,Low,0
Debit,265.0,56731381.0,1.0,High,2
Debit,95.0,45926724.0,1.0,Low,0
Debit,102.0,43947115.0,1.0,Low,0
Debit,64.0,36512610.0,1.0,Low,0
Debit,105.0,39021695.0,1.0,Low,0
Debit,174.0,31068454.0,1.0,Low,0
Debit,14.0,43429505.0,1.0,Low,0
Credit,104.0,28391882.0,1.0,Low,0
Credit,193.0,34962656.0,1.0,Low,0
Debit,146.0,48265927.0,1.0,Low,0
Debit,51.0,47746210.0,1.0,Low,0
Debit,132.0,44726130.0,1.0,Low,0
Debit,50.0,56131529.0,1.0,Low,0
Debit,88.0,57335337.0,1.0,Low,0
Debit,111.0,38064931.0,2.0,Low,1
Debit,86.0,37463623.0,1.0,Low,0
Debit,142.0,27609022.0,1.0,Low,0
Debit,144.0,50771961.0,1.0,Low,0
Debit,118.0,36259268.0,1.0,Low,0
Debit,230.0,38410572.0,1.0,Low,0
Debit,85.0,57251534.0,1.0,High,2
Credit,125.0,51809821.0,1.0,Low,0
Debit,89.0,44725858.0,1.0,Low,0
Debit,142.0,38677244.0,1.0,Low,0
Debit,133.0,56210714.0,1.0,Low,0
Debit,134.0,26837490.0,1.0,Low,0
Credit,162.0,55608648.0,1.0,Low,0
Credit,14.0,32456739.0,1.0,Low,0
Debit,108.0,56476675.0,1.0,Low,0
Debit,177.0,53704723.0,1.0,Low,0
Debit,47.0,46884657.0,1.0,Low,0
Credit,92.0,38671755.0,1.0,Low,0
Debit,45.0,44118799.0,1.0,Low,0
Debit,160.0,51980888.0,1.0,Low,0
Credit,17.0,31849882.0,1.0,Low,0
Debit,143.0,31328904.0,1.0,High,2
Credit,58.0,46190611.0,1.0,Low,0
Debit,198.0,30210196.0,1.0,Low,0
Debit,19.0,51809402.0,1.0,Low,0
Debit,108.0,28652614.0,1.0,Low,0
Debit,276.0,27185737.0,2.0,Low,1
Credit,63.0,28733977.0,1.0,Low,0
Credit,16.0,47745384.0,1.0,Low,0
Debit,29.0,53791463.0,1.0,Low,0
Debit,28.0,54830058.0,1.0,Low,0
Debit,86.0,38589291.0,1.0,Low,0
Debit,143.0,43509258.0,1.0,Low,0
Debit,148.0,40397901.0,1.0,Low,0
Debit,285.0,31935835.0,1.0,Low,0
Credit,149.0,45929328.0,1.0,Low,0
Credit,136.0,38935590.0,1.0,Low,0
Credit,119.0,32974509.0,1.0,Low,0
Debit,58.0,39797614.0,1.0,Low,0
Debit,241.0,28048821.0,1.0,Low,0
Debit,76.0,49818732.0,1.0,Low,0
Debit,247.0,33746073.0,1.0,Low,0
Debit,49.0,27783202.0,1.0,Low,0
Debit,79.0,35303206.0,1.0,Low,0
Debit,30.0,42131942.0,1.0,Low,0
Debit,163.0,48351077.0,1.0,Low,0
Credit,46.0,29256105.0,1.0,Low,0
Credit,68.0,31332853.0,1.0,Low,0
Debit,176.0,48694763.0,1.0,Low,0
Debit,165.0,29341168.0,1.0,Low,0
Debit,214.0,39015609.0,1.0,Low,0
Debit,245.0,46972581.0,1.0,High,2
Debit,152.0,40492906.0,1.0,Low,0
Credit,174.0,47485544.0,1.0,Low,0
Debit,139.0,32458041.0,1.0,Low,0
Debit,55.0,47140698.0,1.0,Low,0
Debit,168.0,27004352.0,1.0,Low,0
Debit,222.0,33576380.0,1.0,Low,0
Credit,37.0,56817771.0,1.0,Low,0
Debit,76.0,46971098.0,1.0,Low,0
Debit,93.0,35393096.0,1.0,Low,0
Credit,63.0,51371955.0,1.0,Low,0
Credit,111.0,36514898.0,1.0,Low,0
Debit,91.0,29257580.0,1.0,Low,0
Debit,175.0,54826765.0,1.0,High,2
Debit,277.0,51981122.0,1.0,Low,0
Debit,100.0,43257526.0,1.0,Low,0
Credit,55.0,50083193.0,1.0,Low,0
Debit,143.0,45762673.0,1.0,Low,0
Debit,91.0,44983255.0,1.0,Low,0
Credit,31.0,29860292.0,1.0,Low,0
Debit,131.0,53193615.0,1.0,Low,0
Debit,14.0,30727878.0,1.0,Low,0
Debit,82.0,31420142.0,1.0,Low,0
Debit,297.0,56475846.0,1.0,Low,0
Debit,116.0,30633152.0,1.0,Low,0
Debit,126.0,33832219.0,1.0,Low,0
Debit,144.0,54313957.0,1.0,Low,0
Debit,162.0,46531489.0,1.0,Low,0
Debit,105.0,42646778.0,1.0,Low,0
Debit,117.0,35648773.0,1.0,Low,0
Debit,252.0,52839976.0,1.0,Low,0
Debit,158.0,35655086.0,1.0,Low,0
Debit,40.000000000000014,44035558.0,1.0,Low,0
Debit,39.0,37207724.0,1.0,Low,0
Credit,269.0,26579891.0,1.0,Low,0
Debit,110.0,44719046.0,1.0,Low,0
Debit,90.0,42297885.0,1.0,Low,0
Debit,188.0,50601058.0,1.0,Low,0
Debit,139.0,39801280.0,1.0,Low,0
Debit,159.0,58032005.0,1.0,Low,0
Debit,165.0,32368606.0,1.0,Low,0
Debit,262.0,37209021.0,1.0,Low,0
Credit,14.0,39276293.0,1.0,Low,0
Debit,105.0,39193448.0,1.0,Low,0
Debit,28.0,36681968.0,1.0,Low,0
Debit,87.0,51979356.0,1.0,Low,0
Debit,74.0,46971700.0,1.0,Low,0
Debit,227.0,37986037.0,1.0,Low,0
Credit,128.0,54400559.0,1.0,Low,0
Debit,164.0,55005396.0,1.0,Low,0
Credit,150.0,53191120.0,1.0,Low,0
Debit,196.0,38069548.0,1.0,Low,0
Credit,172.0,34272465.0,1.0,Low,0
Debit,238.0,32628850.0,1.0,Low,0
Debit,37.0,57425588.0,1.0,Low,0
Debit,83.0,46186433.0,1.0,Low,0
Debit,164.0,31155552.0,1.0,Low,0
Debit,95.0,30207186.0,1.0,Low,0
Credit,34.0,30810248.0,1.0,Low,0
Debit,115.0,50168559.0,1.0,Low,0
Credit,146.0,31418907.0,1.0,Low,0
Debit,62.0,32623571.0,1.0,High,2
Debit,157.0,42649987.0,1.0,Low,0
Debit,280.0,51978777.0,1.0,Low,0
Credit,105.0,31416760.0,1.0,Low,0
Credit,31.0,33580273.0,1.0,Low,0
Debit,44.0,40745611.0,1.0,Low,0
Debit,279.0,46366654.0,1.0,Low,0
Credit,252.0,53624984.0,1.0,Low,0
Debit,69.0,53185000.0,1.0,Low,0
Debit,100.0,34266649.0,1.0,Low,0
Credit,92.0,55611039.0,1.0,Low,0
Debit,162.0,30550443.0,1.0,High,2
Debit,142.0,54400967.0,1.0,Low,0
Debit,138.0,34699041.0,1.0,Low,0
Credit,100.0,38676529.0,1.0,Low,0
Debit,46.0,45933762.0,1.0,Low,0
Debit,63.0,31074009.0,1.0,Low,0
Debit,265.0,35046547.0,1.0,Low,0
Debit,107.0,45845689.0,1.0,High,2
Credit,113.0,42048355.0,1.0,Low,0
Credit,47.0,31073776.0,1.0,Low,0
Credit,118.0,39022329.0,1.0,Low,0
Debit,66.0,53531280.0,1.0,Low,0
Debit,135.0,47056940.0,1.0,Low,0
Debit,180.0,30211416.0,1.0,Low,0
Debit,105.0,44725403.0,1.0,Low,0
Debit,140.0,55005930.0,1.0,Low,0
Debit,153.0,29606194.0,1.0,Low,0
Debit,88.0,30553027.0,1.0,Low,0
Debit,35.0,56215103.0,1.0,Low,0
Debit,56.0,55603133.0,1.0,Low,0
Debit,139.0,54397375.0,1.0,Low,0
Debit,203.0,56213321.0,1.0,Low,0
Credit,145.0,47999982.0,1.0,Low,0
Credit,120.0,50169960.0,1.0,High,2
Debit,10.0,52232987.0,1.0,Low,0
Credit,158.0,56561131.0,1.0,Low,0
Debit,59.0,48701292.0,1.0,Low,0
Debit,219.0,55350908.0,1.0,Low,0
Debit,110.0,30814048.0,1.0,Low,0
Debit,105.0,34866881.0,1.0,Low,0
Credit,26.0,31066770.0,1.0,Low,0
Debit,66.0,32630912.0,1.0,Low,0
Debit,40.000000000000014,55611361.0,1.0,Low,0
Debit,77.0,28304749.0,1.0,Low,0
Debit,204.0,53620637.0,2.0,Low,1
Debit,43.0,54395592.0,2.0,Low,1
Debit,67.0,40489388.0,1.0,Low,0
Debit,81.0,41529473.0,1.0,Low,0
Debit,45.0,43341423.0,1.0,Low,0
Debit,109.0,42214906.0,1.0,Low,0
Debit,32.0,28908652.0,1.0,Low,0
Debit,155.0,38069902.0,1.0,Low,0
Debit,38.0,53015161.0,1.0,Low,0
Debit,25.0,29431315.0,2.0,Low,1
Credit,47.0,49558643.0,1.0,High,2
Debit,103.0,41697425.0,1.0,Low,0
Credit,53.0,48352796.0,1.0,Low,0
Debit,57.0,51984044.0,1.0,Low,0
Debit,22.0,29000518.0,1.0,Low,0
Debit,129.0,29604816.0,1.0,Low,0
Debit,269.0,45329744.0,1.0,Low,0
Credit,108.0,33146886.0,1.0,Low,0
Credit,109.0,38931181.0,1.0,High,2
Debit,68.0,56213323.0,1.0,Low,0
Debit,178.0,52413134.0,1.0,Low,0
Debit,51.0,49563898.0,1.0,Low,0
Debit,278.0,29605017.0,1.0,Low,0
Credit,63.0,52934417.0,1.0,Low,0
Debit,99.0,29000497.0,1.0,Low,0
Debit,26.0,34444005.0,1.0,Low,0
Credit,40.000000000000014,38066433.0,1.0,Low,0
Debit,216.0,43343240.0,1.0,Low,0
Debit,161.0,48176057.0,1.0,Low,0
Debit,109.0,42653271.0,1.0,Low,0
Debit,122.0,43766577.0,1.0,Low,0
Debit,103.0,56212076.0,1.0,Low,0
Credit,228.0,34702619.0,1.0,Low,0
Debit,11.0,36861109.0,1.0,Low,0
Debit,100.0,39277239.0,1.0,Low,0
Debit,87.0,53190203.0,1.0,Low,0
Debit,14.0,30207228.0,1.0,Low,0
Debit,119.0,46967073.0,1.0,Low,0
Credit,146.0,52585388.0,1.0,Low,0
Debit,147.0,58032147.0,1.0,Low,0
Debit,170.0,37811478.0,1.0,Low,0
Debit,43.0,38329229.0,1.0,Low,0
Debit,158.0,27182336.0,1.0,Low,0
Debit,94.0,27178942.0,1.0,Low,0
Debit,180.0,39022272.0,1.0,Low,0
Credit,141.0,32016158.0,1.0,Low,0
Debit,47.0,33579076.0,1.0,Low,0
Debit,105.0,38673609.0,1.0,Low,0
Debit,202.0,53100927.0,2.0,Low,1
Credit,86.0,47664358.0,1.0,Low,0
Credit,43.0,39886926.0,1.0,Low,0
Debit,38.0,48957683.0,1.0,Low,0
Credit,64.0,35654018.0,1.0,Low,0
Debit,269.0,39624139.0,1.0,Low,0
Debit,34.0,50169467.0,1.0,Low,0
Credit,135.0,44722037.0,1.0,Low,0
Credit,47.0,52934470.0,1.0,Low,0
Debit,47.999999999999986,53620182.0,1.0,Low,0
Debit,80.0,28397058.0,1.0,Low,0
Debit,115.0,40402280.0,1.0,Low,0
Debit,160.0,35654789.0,1.0,Low,0
Credit,261.0,35653936.0,1.0,Low,0
Debit,38.0,57427500.0,1.0,Low,0
Debit,145.0,31419337.0,1.0,Low,0
Debit,178.0,33573520.0,1.0,Low,0
Debit,121.0,29000272.0,1.0,Low,0
Debit,178.0,40230162.0,1.0,Low,0
Debit,35.0,47139290.0,1.0,Low,0
Credit,66.0,46281873.0,1.0,Low,0
Debit,248.0,41613890.0,1.0,Low,0
Debit,55.0,48959951.0,1.0,Low,0
Credit,22.0,42565156.0,1.0,Low,0
Credit,150.0,52414224.0,1.0,Low,0
Debit,15.0,50515601.0,1.0,Low,0
Credit,159.0,34960633.0,1.0,Low,0
Debit,176.0,41702049.0,1.0,Low,0
Debit,131.0,33840442.0,1.0,Low,0
Debit,147.0,44721569.0,2.0,Low,1
Credit,71.0,54225430.0,1.0,Low,0
Debit,157.0,27440273.0,1.0,Low,0
Debit,272.0,36517127.0,1.0,Low,0
Debit,146.0,45590870.0,1.0,Low,0
Debit,46.0,52842022.0,1.0,Low,0
Debit,268.0,42909865.0,1.0,Low,0
Debit,175.0,53191375.0,1.0,Low,0
Credit,94.0,27529741.0,1.0,Low,0
Debit,29.0,32015335.0,1.0,Low,0
Debit,163.0,37984765.0,1.0,Low,0
Credit,140.0,31853039.0,1.0,Low,0
Debit,169.0,41526759.0,1.0,Low,0
Debit,86.0,38410859.0,1.0,Low,0
Debit,165.0,27782830.0,1.0,Low,0
Debit,128.0,54140525.0,1.0,Low,0
Debit,102.0,44034374.0,1.0,Low,0
Debit,129.0,28994778.0,1.0,Low,0
Debit,69.0,39280648.0,1.0,Low,0
Debit,129.0,44113242.0,2.0,Low,1
Debit,70.0,45931505.0,1.0,Low,0
Credit,86.0,41526663.0,1.0,Low,0
Debit,38.0,28995341.0,1.0,High,2
Credit,84.0,50770567.0,1.0,Low,0
Debit,27.0,39712454.0,1.0,Low,0
Debit,124.0,47749687.0,1.0,Low,0
Debit,111.0,53798495.0,1.0,Low,0
Debit,55.0,55350345.0,1.0,Low,0
Debit,98.0,56819861.0,1.0,Low,0
Debit,128.0,38676927.0,1.0,Low,0
Debit,31.0,47144793.0,1.0,Low,0
Credit,69.0,27523437.0,1.0,Low,0
Credit,11.0,37815040.0,1.0,Low,0
Debit,73.0,33837398.0,1.0,Low,0
Credit,147.0,44720410.0,2.0,Low,1
Debit,20.0,35475627.0,1.0,Low,0
Debit,54.0,31766119.0,1.0,Low,0
Debit,291.0,57686209.0,1.0,High,2
Credit,93.0,40399322.0,1.0,Low,0
Debit,27.0,28396929.0,1.0,Low,0
Debit,277.0,31678732.0,1.0,Low,0
Debit,63.0,50168289.0,1.0,Low,0
Debit,47.0,58032609.0,1.0,Low,0
Debit,72.0,28652719.0,1.0,Low,0
Debit,51.0,40142836.0,1.0,Low,0
Debit,122.0,46186033.0,1.0,Low,0
Debit,138.0,56735861.0,1.0,Low,0
Credit,51.0,43856354.0,1.0,Low,0
Debit,206.0,41616059.0,1.0,Low,0
Debit,49.0,33837454.0,1.0,Low,0
Debit,242.0,35042942.0,1.0,Low,0
Debit,135.0,39882257.0,1.0,Low,0
Debit,79.0,57770879.0,1.0,Low,0
Debit,51.0,41697897.0,1.0,Low,0
Debit,164.0,33234241.0,1.0,Low,0
Credit,40.000000000000014,35395190.0,1.0,Low,0
Debit,20.999999999999986,27783872.0,1.0,Low,0
Debit,150.0,32023572.0,2.0,Low,1
Debit,65.0,27790519.0,1.0,Low,0
Credit,47.999999999999986,43516082.0,1.0,Low,0
Debit,157.0,33232814.0,1.0,Low,0
Debit,269.0,48267678.0,1.0,Low,0
Debit,63.0,56217155.0,1.0,Low,0
Credit,64.0,27618820.0,1.0,Low,0
Debit,78.0,46280998.0,1.0,Low,0
Debit,273.0,57420785.0,1.0,Low,0
Debit,72.0,40487833.0,1.0,Low,0
Debit,137.0,55523669.0,1.0,Low,0
Debit,82.0,42652739.0,1.0,Low,0
Debit,35.0,44552694.0,1.0,Low,0
Debit,298.0,43770960.0,1.0,Low,0
Debit,11.0,34354912.0,1.0,Low,0
Debit,126.0,56820492.0,1.0,Low,0
Debit,153.0,48691860.0,1.0,Low,0
Debit,125.0,50768215.0,1.0,Low,0
Debit,71.0,32371096.0,1.0,Low,0
Debit,46.0,37726014.0,1.0,Low,0
Credit,223.0,36768123.0,1.0,Low,0
Credit,53.0,28997060.0,2.0,Low,1
Debit,122.0,38674415.0,1.0,Low,0
Credit,116.0,26840238.0,1.0,Low,0
Debit,66.0,53796087.0,1.0,Low,0
Debit,236.0,46185839.0,1.0,Low,0
Credit,47.999999999999986,39713377.0,1.0,Low,0
Debit,174.0,39801533.0,1.0,Low,0
Debit,42.0,37381880.0,1.0,Low,0
Credit,38.0,37381459.0,1.0,Low,0
Debit,103.0,29255205.0,1.0,Low,0
Credit,212.0,32024901.0,1.0,Low,0
Debit,105.0,48005926.0,1.0,Low,0
Debit,34.0,32025994.0,1.0,Low,0
Debit,131.0,50680244.0,1.0,Low,0
Credit,108.0,49562425.0,1.0,Low,0
Debit,101.0,43427149.0,1.0,Low,0
Debit,31.0,53190511.0,1.0,Low,0
Debit,80.0,55006650.0,1.0,Low,0
Credit,188.0,49385933.0,1.0,Low,0
Debit,113.0,55261476.0,1.0,Low,0
Credit,171.0,37463784.0,1.0,Low,0
Debit,49.0,34787103.0,1.0,Low,0
Debit,148.0,38676848.0,2.0,Low,1
Debit,77.0,55350742.0,1.0,High,2
Credit,68.0,26581095.0,1.0,Low,0
Debit,31.0,37464684.0,1.0,Low,0
Debit,115.0,53529929.0,1.0,Low,0
Debit,248.0,35995585.0,1.0,Low,0
Debit,211.0,33227678.0,1.0,Low,0
Debit,20.0,48960336.0,1.0,Low,0
Debit,74.0,46453038.0,1.0,Low,0
Debit,261.0,37373983.0,1.0,Low,0
Debit,140.0,42040729.0,1.0,Low,0
Debit,66.0,57772427.0,1.0,Low,0
Debit,194.0,39282865.0,1.0,Low,0
Debit,138.0,36512367.0,1.0,Low,0
Credit,177.0,51637649.0,1.0,Low,0
Debit,151.0,36514900.0,1.0,Low,0
Debit,96.0,52586619.0,1.0,High,2
Debit,127.0,49558956.0,1.0,Low,0
Debit,16.0,30813724.0,1.0,Low,0
Debit,180.0,43857914.0,1.0,Low,0
Debit,143.0,38416309.0,1.0,Low,0
Debit,17.0,50773081.0,1.0,Low,0
Debit,105.0,54661187.0,1.0,Low,0
Debit,50.0,48694497.0,1.0,Low,0
Debit,163.0,40492364.0,1.0,Low,0
Debit,238.0,51983735.0,1.0,Low,0
Debit,135.0,42219401.0,1.0,Low,0
Debit,50.0,51379394.0,1.0,Low,0
Credit,245.0,57424624.0,1.0,Low,0
Debit,180.0,38936373.0,1.0,Low,0
Debit,105.0,41096349.0,1.0,Low,0
Debit,103.0,32019683.0,1.0,Low,0
Debit,93.0,42739182.0,1.0,Low,0
Debit,31.0,36166707.0,1.0,Low,0
Credit,132.0,38418572.0,1.0,Low,0
Debit,208.0,38066659.0,1.0,Low,0
Debit,75.0,37287050.0,1.0,Low,0
Debit,102.0,34272507.0,1.0,Low,0
Debit,160.0,29518287.0,1.0,Low,0
Debit,123.0,47662764.0,1.0,Low,0
Credit,237.0,27703700.0,1.0,Low,0
Credit,230.0,33143056.0,1.0,Low,0
Credit,167.0,43514993.0,1.0,Low,0
Credit,31.0,40232352.0,1.0,Low,0
Credit,216.0,52241442.0,1.0,Low,0
Credit,104.0,49560106.0,1.0,Low,0
Credit,137.0,47144068.0,1.0,Low,0
Debit,273.0,42912180.0,2.0,Low,1
Debit,34.0,30719960.0,1.0,Low,0
Debit,134.0,55008055.0,1.0,Low,0
Debit,78.0,53709371.0,1.0,Low,0
Debit,164.0,32968680.0,1.0,Low,0
Credit,78.0,29517302.0,1.0,Low,0
Debit,144.0,41441102.0,1.0,Low,0
Debit,132.0,29605386.0,1.0,Low,0
Debit,63.0,46535675.0,1.0,Low,0
Debit,213.0,30555418.0,1.0,Low,0
Debit,63.0,54747647.0,1.0,Low,0
Credit,115.0,45321253.0,1.0,Low,0
Credit,41.0,54317118.0,1.0,Low,0
Credit,87.0,53445970.0,1.0,Low,0
Debit,164.0,40492160.0,1.0,Low,0
Debit,105.0,30814799.0,1.0,Low,0
Debit,177.0,38505410.0,1.0,Low,0
Credit,176.0,37121449.0,1.0,Low,0
Credit,148.0,41439253.0,1.0,Low,0
Credit,118.0,36258648.0,1.0,Low,0
Debit,133.0,35047855.0,1.0,Low,0
Credit,52.0,39800685.0,1.0,Low,0
Debit,65.0,57425094.0,1.0,Low,0
Credit,143.0,48611018.0,1.0,Low,0
Debit,133.0,56733098.0,1.0,Low,0
Credit,287.0,45934551.0,1.0,Low,0
Debit,53.0,33235168.0,1.0,Low,0
Credit,83.0,44465161.0,1.0,Low,0
Debit,32.0,26834550.0,1.0,Low,0
Debit,258.0,32025910.0,1.0,Low,0
Debit,74.0,33233167.0,1.0,Low,0
Debit,78.0,36768405.0,1.0,Low,0
Debit,13.000000000000014,36258237.0,1.0,Low,0
Debit,168.0,29256284.0,1.0,Low,0
Credit,41.0,44631588.0,1.0,Low,0
Debit,246.0,35043541.0,1.0,Low,0
Debit,38.0,46276487.0,1.0,Low,0
Debit,30.0,45330545.0,1.0,Low,0
Debit,255.0,47489383.0,1.0,Low,0
Debit,140.0,39194463.0,1.0,Low,0
Debit,149.0,49904695.0,1.0,Low,0
